PERSON_ID,DESCRIPTION,SEASON
77845,Olympic Silver Medal,1992
462,All-Rookie Team2,1989
462,Olympic Bronze Medal,1988
71,All-Rookie Team1,1989
361,All-Defensive Team2,1999
361,All-Defensive Team2,2001
361,NBA Sixth Man of the Year,1992
361,NBA All-Star,1993
764,All-Defensive Team2,1989
764,All-Defensive Team1,1990
764,All-Defensive Team1,1991
764,All-Defensive Team2,1992
764,All-Defensive Team2,1993
764,All-Defensive Team1,1994
764,All-Defensive Team1,1995
764,All-Defensive Team2,1997
764,All-NBA3,1989
764,All-NBA1,1990
764,All-NBA1,1991
764,All-NBA3,1992
764,All-NBA2,1993
764,All-NBA1,1994
764,All-NBA1,1995
764,All-NBA2,1997
764,All-NBA3,1999
764,All-NBA3,2000
764,All-Rookie Team1,1989
764,Hall of Fame Inductee,2009
764,IBM Award,1989
764,IBM Award,1990
764,IBM Award,1993
764,IBM Award,1994
764,IBM Award,1995
764,J. Walter Kennedy Citizenship,2002
764,NBA Defensive Player of the Year,1991
764,NBA Most Valuable Player,1994
764,NBA Rookie of the Year,1989
764,NBA Sporting News Most Valuable Player of the Year,1994
764,NBA Sporting News Rookie of the Year,1989
764,NBA Sportsmanship,2000
764,Olympic Bronze Medal,1988
764,Olympic Gold Medal,1992
764,Olympic Gold Medal,1996
764,NBA All-Star,1989
764,NBA All-Star,1990
764,NBA All-Star,1991
764,NBA All-Star,1992
764,NBA All-Star,1993
764,NBA All-Star,1994
764,NBA All-Star,1995
764,NBA All-Star,1997
764,NBA All-Star,1999
764,NBA All-Star,2000
764,NBA Champion,1998
764,NBA Champion,2002
51,All-Rookie Team2,1990
51,NBA Most Improved Player,1992
146,NBA Champion,1995
146,NBA Champion,1996
146,NBA Champion,1997
672,NBA Champion,1993
416,All-Rookie Team2,1990
922,NBA Champion,2003
76,NBA All-Star,1994
934,All-NBA3,1992
934,All-NBA3,1993
934,All-Rookie Team1,1990
934,NBA Rookie of the Year,1990
934,NBA Sporting News Rookie of the Year,1990
934,NBA All-Star,1993
902,Olympic Bronze Medal,1988
53,NBA Champion,1993
53,NBA Champion,1994
53,NBA Champion,1998
198,NBA Champion,2002
323,NBA Champion,2000
383,All-Rookie Team1,1990
238,NBA All-Star,1994
763,NBA Champion,2004
77496,All-Rookie Team2,1990
192,All-Rookie Team1,1990
1489,All-Rookie Team1,1990
280,All-Rookie Team2,1990
1037,Olympic Appearance,1996
1037,Olympic Silver Medal,1988
1037,Olympic Silver Medal,1992
420,NBA All-Star,1997
281,NBA Champion,1990
281,NBA Champion,1991
281,NBA Champion,1992
72,NBA All-Star,1993
278,All-Rookie Team1,1991
278,Olympic Bronze Medal,1988
1134,NBA Most Improved Player,1996
210,All-Rookie Team2,1991
210,NBA Sportsmanship,1996
210,NBA All-Star,1995
210,NBA All-Star,1996
753,NBA Champion,1995
753,NBA Champion,1996
753,NBA Champion,1997
432,NBA Champion,1994
905,NBA All-Star,1999
183,NBA Champion,1996
296,All-Rookie Team2,1991
296,NBA Champion,1999
296,NBA Champion,2000
296,NBA Champion,2001
423,NBA All-Star,1996
61,Olympic Appearance,1992
61,NBA Champion,1993
61,NBA Champion,1994
26,Olympic Appearance,1988
26,Olympic Appearance,1992
26,Olympic Appearance,2000
26,NBA Champion,1995
26,NBA Champion,1996
26,NBA Champion,1997
1855,All-Rookie Team2,1991
87,All-Defensive Team2,1994
87,All-Defensive Team1,1996
87,All-Defensive Team1,1997
87,All-Defensive Team2,1998
87,All-Defensive Team1,2000
87,All-Defensive Team2,2001
87,All-NBA3,1997
87,All-NBA2,2000
87,All-NBA3,2001
87,All-Rookie Team1,1991
87,Hall of Fame Inductee,2015
87,IBM Award,1998
87,J. Walter Kennedy Citizenship,2000
87,J. Walter Kennedy Citizenship,2008
87,NBA Defensive Player of the Year,1994
87,NBA Defensive Player of the Year,1996
87,NBA Defensive Player of the Year,1997
87,NBA Defensive Player of the Year,2000
87,NBA All-Star,1996
87,NBA All-Star,1997
87,NBA All-Star,1999
87,NBA All-Star,2000
87,NBA All-Star,2001
87,NBA All-Star,1991
87,NBA All-Star,1994
87,NBA All-Star,1995
182,All-Rookie Team1,1991
184,All-Defensive Team2,1995
914,All-Rookie Team2,1991
1125,All-Rookie Team2,1991
57,All-Defensive Team2,2000
57,All-Defensive Team2,2001
57,All-Defensive Team1,2002
57,All-Defensive Team2,2003
30,All-Rookie Team2,1992
111,All-Rookie Team1,1992
339,All-Rookie Team1,1992
339,NBA All-Star,1996
109,All-Rookie Team2,1992
109,NBA Champion,1993
109,NBA Champion,1994
109,NBA Champion,1999
109,NBA Champion,2000
109,NBA Champion,2001
109,NBA Champion,2004
109,NBA Champion,2006
363,All-Rookie Team1,1992
363,Olympic Gold Medal,1992
363,NBA All-Star,1996
931,NBA Most Improved Player,1993
297,Olympic Gold Medal,2000
297,All-Defensive Team1,1998
297,All-Defensive Team1,1999
297,All-NBA1,1998
297,All-NBA2,1999
297,All-Rookie Team1,1992
297,Hall of Fame Inductee,2014
297,J. Walter Kennedy Citizenship,2001
297,NBA Defensive Player of the Year,1998
297,NBA Defensive Player of the Year,1999
297,NBA All-Star,1994
297,NBA All-Star,1995
297,NBA All-Star,1999
297,NBA All-Star,2001
297,NBA All-Star,1993
297,NBA All-Star,1996
297,NBA All-Star,2000
297,NBA Champion,2005
406,All-Defensive Team2,1999
406,All-Defensive Team2,2000
406,All-Defensive Team2,2002
406,All-NBA3,1993
406,All-NBA2,1994
406,All-NBA3,1995
406,All-NBA3,1996
406,All-NBA1,1997
406,All-NBA2,1998
406,All-NBA1,1999
406,All-NBA1,2000
406,All-NBA1,2001
406,All-NBA1,2002
406,All-NBA1,2003
406,All-NBA1,2004
406,All-NBA1,2005
406,All-NBA3,2008
406,All-Rookie Team1,1992
406,Hall of Fame Inductee,2016
406,IBM Award,1999
406,IBM Award,2000
406,NBA All-Star Most Valuable Player,1999
406,NBA All-Star Most Valuable Player,2003
406,NBA All-Star Most Valuable Player,2008
406,NBA Finals Most Valuable Player,1999
406,NBA Finals Most Valuable Player,2000
406,NBA Finals Most Valuable Player,2001
406,NBA Most Valuable Player,1999
406,NBA Rookie of the Year,1992
406,NBA Sporting News Most Valuable Player of the Year,1999
406,NBA Sporting News Most Valuable Player of the Year,2004
406,NBA Sporting News Rookie of the Year,1992
406,Olympic Gold Medal,1996
406,NBA All-Star,1992
406,NBA All-Star,1993
406,NBA All-Star,1994
406,NBA All-Star,1995
406,NBA All-Star,2004
406,NBA All-Star,2005
406,NBA All-Star,2006
406,NBA All-Star,1997
406,NBA All-Star,1999
406,NBA All-Star,2002
406,NBA All-Star,2003
406,NBA All-Star,2008
406,NBA All-Star,1996
406,NBA All-Star,2000
406,NBA All-Star,2001
406,NBA Champion,1999
406,NBA Champion,2000
406,NBA Champion,2001
406,NBA Champion,2005
84,All-Defensive Team2,1993
84,All-NBA1,1993
84,All-Rookie Team2,1992
84,NBA All-Star,2000
84,NBA All-Star,1993
84,NBA All-Star,1994
84,NBA All-Star,1996
78415,Olympic Appearance,1992
221,All-Rookie Team2,1992
1005,All-Rookie Team2,1992
452,All-NBA3,1996
452,All-NBA2,1997
452,All-Rookie Team1,1993
452,Olympic Gold Medal,2000
452,NBA All-Star,1994
452,NBA All-Star,1995
452,NBA All-Star,1996
452,NBA All-Star,1997
762,All-Defensive Team2,1980
762,All-Rookie Team2,1993
136,All-Defensive Team2,1996
136,All-Defensive Team2,1998
136,All-Defensive Team2,2000
136,J. Walter Kennedy Citizenship,1996
136,NBA Sportsmanship,2003
136,NBA Champion,2007
197,NBA Champion,1997
208,All-NBA2,2003
208,NBA All-Star,2003
208,NBA Champion,2007
208,NBA Champion,1993
208,NBA Champion,1994
213,NBA All-Star,2000
1845,Olympic Appearance,1984
1845,Olympic Appearance,1988
1845,Olympic Appearance,1992
1845,Olympic Appearance,1996
1845,Olympic Appearance,2000
76839,Olympic Appearance,2000
358,All-NBA1,1994
358,All-NBA1,1995
358,All-NBA3,1996
358,All-Rookie Team1,1993
358,Olympic Gold Medal,1996
358,NBA All-Star,1994
358,NBA All-Star,1995
358,NBA All-Star,1996
358,NBA All-Star,1997
275,Olympic Gold Medal,2000
275,NBA All-Star,1999
275,NBA All-Star,2000
283,All-Rookie Team2,1993
283,NBA Champion,2003
283,NBA Champion,2001
1137,NBA Champion,1993
389,All-Rookie Team2,1993
389,NBA Sixth Man of the Year,1995
389,Olympic Appearance,1996
389,Olympic Silver Medal,1988
389,Olympic Silver Medal,1992
389,NBA Champion,1995
389,NBA Champion,1996
389,NBA Champion,1997
469,All-NBA3,2002
469,All-Rookie Team1,1993
469,NBA All-Star,2002
49,NBA Most Improved Player,1995
129,All-Rookie Team2,1993
129,Hall of Fame Inductee,2018
375,All-Rookie Team1,1993
915,NBA Sixth Man of the Year,1999
89,All-Rookie Team2,1993
89,NBA All-Star,1997
185,All-NBA2,1998
185,All-NBA3,1999
185,All-NBA1,2000
185,All-NBA2,2001
185,All-NBA2,2002
185,All-Rookie Team1,1993
185,NBA Rookie of the Year,1993
185,NBA Sporting News Rookie of the Year,1993
185,NBA All-Star,1996
185,NBA All-Star,1999
185,NBA All-Star,2000
185,NBA All-Star,2001
185,NBA All-Star,2002
353,NBA Most Improved Player,1998
353,NBA Sixth Man of the Year,1998
76128,Olympic Appearance,1992
76128,Olympic Appearance,2000
258,All-Rookie Team1,1994
258,J. Walter Kennedy Citizenship,1998
255,All-NBA2,1995
255,All-NBA1,1996
255,All-NBA2,1997
255,All-NBA2,1998
255,All-NBA2,1999
255,All-Rookie Team1,1994
255,Hall of Fame Inductee,2018
255,IBM Award,1996
255,NBA Rookie of the Year,1994
255,NBA Sporting News Rookie of the Year,1994
255,NBA Sportsmanship,2004
255,NBA Sportsmanship,2007
255,NBA Sportsmanship,2009
255,Olympic Gold Medal,1996
255,NBA All-Star,1994
255,NBA All-Star,1995
255,NBA All-Star,1996
255,NBA All-Star,1997
255,NBA All-Star,1999
255,NBA All-Star,2004
255,NBA All-Star,2000
436,All-NBA3,1995
436,All-Rookie Team2,1994
436,NBA All-Star,1995
436,NBA Champion,2011
436,NBA Champion,2012
224,All-Defensive Team2,1997
224,All-Defensive Team2,1998
224,All-Defensive Team2,1999
224,All-NBA3,1999
224,All-Rookie Team1,1994
224,NBA All-Star,1999
224,NBA All-Star,1996
224,NBA All-Star,1997
467,All-Defensive Team1,1998
467,All-Defensive Team2,1999
467,All-Defensive Team1,2000
467,All-Defensive Team1,2001
467,All-Defensive Team2,2002
467,All-Defensive Team2,2003
467,All-Defensive Team2,2004
467,All-Defensive Team1,2005
467,All-Defensive Team2,2006
467,All-NBA1,1998
467,All-NBA1,1999
467,All-NBA1,2000
467,All-NBA1,2001
467,All-NBA2,2002
467,All-NBA1,2003
467,All-Rookie Team1,1994
467,Hall of Fame Inductee,2018
467,NBA Rookie of the Year,1994
467,NBA Sportsmanship,2011
467,NBA Sportsmanship,2012
467,Olympic Gold Medal,2000
467,Olympic Gold Medal,2008
467,NBA All-Star,2001
467,NBA All-Star,2002
467,NBA All-Star,2003
467,NBA All-Star,2007
467,NBA All-Star,1995
467,NBA All-Star,1997
467,NBA All-Star,1999
467,NBA All-Star,2000
467,NBA All-Star,2009
467,NBA All-Star,2006
467,NBA Champion,2010
923,All-Rookie Team2,1994
243,NBA Sixth Man of the Year,2000
376,All-Rookie Team2,1994
445,All-Rookie Team2,1994
299,All-Rookie Team1,1994
299,NBA All-Star,1999
299,NBA All-Star,2000
299,NBA Champion,2004
147,All-Rookie Team2,1994
147,NBA Most Improved Player,1999
54,NBA Champion,1997
440,Olympic Appearance,1996
440,Olympic Silver Medal,1992
440,NBA Champion,1994
412,All-Rookie Team2,1994
699,All-Rookie Team2,1995
699,NBA Champion,2004
699,NBA Champion,2006
679,NBA Champion,1996
721,All-Rookie Team2,1995
714,All-Rookie Team1,1995
714,NBA All-Star,1999
714,NBA All-Star,2000
714,NBA Champion,2006
708,All-Defensive Team1,1999
708,All-Defensive Team1,2000
708,All-Defensive Team1,2001
708,All-Defensive Team1,2002
708,All-Defensive Team1,2003
708,All-Defensive Team1,2004
708,All-Defensive Team2,2005
708,All-Defensive Team2,2006
708,All-Defensive Team1,2007
708,All-Defensive Team1,2008
708,All-Defensive Team1,2010
708,All-Defensive Team2,2011
708,All-NBA3,1998
708,All-NBA1,1999
708,All-NBA2,2000
708,All-NBA2,2001
708,All-NBA1,2002
708,All-NBA1,2003
708,All-NBA2,2004
708,All-NBA3,2006
708,All-NBA1,2007
708,All-Rookie Team2,1995
708,J. Walter Kennedy Citizenship,2005
708,NBA All-Star Most Valuable Player,2002
708,NBA Defensive Player of the Year,2007
708,NBA Most Valuable Player,2003
708,NBA Sporting News Most Valuable Player of the Year,2003
708,Olympic Gold Medal,2000
708,NBA All-Star,2007
708,NBA All-Star,2008
708,NBA All-Star,2009
708,NBA All-Star,2010
708,NBA All-Star,2012
708,NBA All-Star,1996
708,NBA All-Star,1997
708,NBA All-Star,1999
708,NBA All-Star,2000
708,NBA All-Star,2001
708,NBA All-Star,2002
708,NBA All-Star,2003
708,NBA All-Star,2004
708,NBA All-Star,2005
708,NBA All-Star,2006
708,NBA Champion,2007
673,NBA Most Improved Player,1997
686,All-NBA3,1998
686,All-Rookie Team1,1995
686,Olympic Gold Medal,2000
686,NBA All-Star,2000
689,All-Defensive Team2,1998
689,All-Defensive Team2,2003
689,NBA All-Star,2000
735,All-Rookie Team2,1995
717,All-Rookie Team1,1995
717,Hall of Fame Inductee,2011
717,Olympic Bronze Medal,1992
717,Olympic Bronze Medal,1996
717,Olympic Gold Medal,1988
693,All-Rookie Team1,1995
727,All-Defensive Team2,2002
727,J. Walter Kennedy Citizenship,2004
727,NBA Sportsmanship,1999
711,All-Rookie Team1,1995
711,NBA All-Star,1999
711,NBA All-Star,2000
757,All-Rookie Team1,1995
757,NBA Rookie of the Year,1995
757,NBA Sporting News Rookie of the Year,1995
739,All-Rookie Team2,1995
739,NBA All-Star,2005
739,NBA All-Star,2007
739,NBA All-Star,1999
739,NBA All-Star,2000
739,NBA Champion,2003
722,NBA Sixth Man of the Year,2001
722,NBA Champion,2003
949,All-Rookie Team1,1996
949,NBA Sporting News Rookie of the Year,1996
949,Olympic Gold Medal,2000
949,NBA All-Star,2001
951,All-NBA3,2000
951,All-NBA2,2004
951,All-Rookie Team2,1996
951,Hall of Fame Inductee,2018
951,NBA Sportsmanship,2002
951,Olympic Gold Medal,2000
951,NBA All-Star,1999
951,NBA All-Star,2000
951,NBA All-Star,2001
951,NBA All-Star,2007
951,NBA All-Star,2008
951,NBA All-Star,2010
951,NBA All-Star,2003
951,NBA All-Star,2004
951,NBA All-Star,2005
951,NBA All-Star,2006
951,NBA Champion,2007
951,NBA Champion,2012
1000,NBA Champion,2005
1477,All-Defensive Team2,2000
1477,All-Defensive Team2,2001
1477,All-Defensive Team2,2002
1477,All-Defensive Team1,2003
1477,All-Defensive Team1,2004
1477,All-Defensive Team1,2005
1477,All-Defensive Team1,2006
1477,All-Defensive Team1,2007
1477,NBA Champion,2002
1477,NBA Champion,2004
1477,NBA Champion,2006
1361,Olympic Appearance,1988
1361,Olympic Appearance,1992
1361,Olympic Appearance,1996
1361,Olympic Appearance,2000
977,All-Defensive Team1,1999
977,All-Defensive Team2,2000
977,All-Defensive Team2,2001
977,All-Defensive Team1,2002
977,All-Defensive Team1,2003
977,All-Defensive Team1,2005
977,All-Defensive Team1,2006
977,All-Defensive Team1,2007
977,All-Defensive Team1,2008
977,All-Defensive Team1,2009
977,All-Defensive Team1,2010
977,All-Defensive Team2,2011
977,All-NBA3,1998
977,All-NBA2,1999
977,All-NBA2,2000
977,All-NBA1,2001
977,All-NBA1,2002
977,All-NBA1,2003
977,All-NBA3,2004
977,All-NBA1,2005
977,All-NBA1,2006
977,All-NBA1,2007
977,All-NBA1,2008
977,All-NBA1,2009
977,All-NBA1,2010
977,All-NBA1,2011
977,All-NBA1,2012
977,All-Rookie Team2,1996
977,NBA All-Star Most Valuable Player,2001
977,NBA All-Star Most Valuable Player,2006
977,NBA All-Star Most Valuable Player,2008
977,NBA All-Star Most Valuable Player,2010
977,NBA Finals Most Valuable Player,2008
977,NBA Finals Most Valuable Player,2009
977,NBA Most Valuable Player,2007
977,Olympic Gold Medal,2008
977,Olympic Gold Medal,2012
977,NBA All-Star,1997
977,NBA All-Star,1999
977,NBA All-Star,2000
977,NBA All-Star,2001
977,NBA All-Star,2002
977,NBA All-Star,2003
977,NBA All-Star,2004
977,NBA All-Star,2005
977,NBA All-Star,2006
977,NBA All-Star,2007
977,NBA All-Star,2008
977,NBA All-Star,2009
977,NBA All-Star,2010
977,NBA All-Star,2011
977,NBA All-Star,2012
977,NBA All-Star,2013
977,NBA All-Star,2014
977,NBA All-Star,2015
977,NBA Champion,1999
977,NBA Champion,2000
977,NBA Champion,2001
977,NBA Champion,2008
977,NBA Champion,2009
948,All-Defensive Team2,2004
948,All-Defensive Team2,2005
948,All-Defensive Team1,2006
948,All-Defensive Team1,2007
948,All-Rookie Team1,1996
948,NBA Defensive Player of the Year,2006
965,NBA Champion,1999
965,NBA Champion,2000
965,NBA Champion,2001
965,NBA Champion,2008
965,NBA Champion,2009
1032,NBA Champion,2003
1049,Olympic Appearance,1992
1049,Olympic Appearance,1996
1049,Olympic Appearance,2000
1049,Olympic Appearance,2004
947,All-NBA1,1998
947,All-NBA2,1999
947,All-NBA1,2000
947,All-NBA2,2001
947,All-NBA2,2002
947,All-NBA1,2004
947,All-NBA3,2005
947,All-Rookie Team1,1996
947,Hall of Fame Inductee,2016
947,NBA All-Star Most Valuable Player,2000
947,NBA All-Star Most Valuable Player,2004
947,NBA Most Valuable Player,2000
947,NBA Rookie of the Year,1996
947,NBA Sporting News Most Valuable Player of the Year,2000
947,Olympic Bronze Medal,2004
947,NBA All-Star,1999
947,NBA All-Star,2000
947,NBA All-Star,2001
947,NBA All-Star,2002
947,NBA All-Star,2003
947,NBA All-Star,2004
947,NBA All-Star,2005
947,NBA All-Star,2008
947,NBA All-Star,2009
947,NBA All-Star,2007
947,NBA All-Star,2006
954,All-Rookie Team2,1996
969,All-Rookie Team2,1996
969,NBA Champion,1999
1074,All-Rookie Team2,1996
950,All-NBA3,1999
950,All-NBA3,2002
950,All-Rookie Team1,1996
950,Olympic Bronze Medal,2004
950,NBA All-Star,2000
950,NBA All-Star,2002
959,All-NBA3,2001
959,All-NBA3,2002
959,All-NBA1,2004
959,All-NBA1,2005
959,All-NBA1,2006
959,All-NBA2,2007
959,All-NBA2,2009
959,Hall of Fame Inductee,2018
959,J. Walter Kennedy Citizenship,2006
959,NBA Most Valuable Player,2004
959,NBA Most Valuable Player,2005
959,NBA Sporting News Most Valuable Player of the Year,2005
959,Olympic Appearance,2000
959,NBA All-Star,2001
959,NBA All-Star,2002
959,NBA All-Star,2004
959,NBA All-Star,2005
959,NBA All-Star,2007
959,NBA All-Star,2009
959,NBA All-Star,2011
959,NBA All-Star,2006
979,All-NBA3,2001
979,All-NBA3,2002
979,All-NBA2,2003
979,NBA Most Improved Player,2001
979,NBA All-Star,2001
979,NBA All-Star,2002
979,NBA All-Star,2003
979,NBA All-Star,2004
979,NBA All-Star,2006
979,NBA All-Star,2005
990,NBA Champion,1998
990,NBA Champion,2002
952,All-Rookie Team1,1996
952,NBA All-Star,1997
952,NBA All-Star,2001
952,NBA All-Star,2002
952,NBA Champion,2005
955,NBA Champion,2001
1112,All-Defensive Team1,2001
1112,All-Defensive Team1,2002
1112,All-Defensive Team1,2003
1112,All-Defensive Team1,2004
1112,All-Defensive Team1,2005
1112,All-Defensive Team2,2006
1112,All-NBA3,2001
1112,All-NBA2,2002
1112,All-NBA2,2003
1112,All-NBA3,2004
1112,All-NBA2,2005
1112,NBA Defensive Player of the Year,2001
1112,NBA Defensive Player of the Year,2002
1112,NBA Defensive Player of the Year,2004
1112,NBA Defensive Player of the Year,2005
1112,NBA All-Star,2002
1112,NBA All-Star,2003
1112,NBA All-Star,2004
1112,NBA All-Star,2005
1112,NBA Champion,2003
1507,All-Rookie Team2,1997
1507,NBA Champion,2005
1512,Olympic Appearance,2000
1512,Olympic Appearance,2008
1497,All-Defensive Team2,2004
1497,All-Defensive Team2,2005
1497,All-NBA2,2005
1497,All-NBA3,2006
1497,All-NBA3,2008
1497,J. Walter Kennedy Citizenship,2007
1497,NBA Finals Most Valuable Player,2003
1497,NBA Sportsmanship,2008
1497,NBA All-Star,2005
1497,NBA All-Star,2006
1497,NBA All-Star,2007
1497,NBA All-Star,2008
1497,NBA All-Star,2009
1497,NBA Champion,2003
1498,NBA Champion,1998
1495,All-Defensive Team2,1997
1495,All-Defensive Team1,1998
1495,All-Defensive Team1,1999
1495,All-Defensive Team1,2000
1495,All-Defensive Team1,2001
1495,All-Defensive Team1,2002
1495,All-Defensive Team2,2003
1495,All-Defensive Team1,2004
1495,All-Defensive Team2,2005
1495,All-Defensive Team1,2006
1495,All-Defensive Team1,2007
1495,All-Defensive Team2,2008
1495,All-Defensive Team2,2009
1495,All-Defensive Team2,2012
1495,All-Defensive Team2,2014
1495,All-NBA1,1997
1495,All-NBA1,1998
1495,All-NBA1,1999
1495,All-NBA1,2000
1495,All-NBA1,2001
1495,All-NBA1,2002
1495,All-NBA1,2003
1495,All-NBA1,2004
1495,All-NBA2,2005
1495,All-NBA1,2006
1495,All-NBA2,2007
1495,All-NBA2,2008
1495,All-NBA3,2009
1495,All-NBA1,2012
1495,All-NBA3,2014
1495,All-Rookie Team1,1997
1495,IBM Award,2001
1495,NBA All-Star Most Valuable Player,1999
1495,NBA Finals Most Valuable Player,1998
1495,NBA Finals Most Valuable Player,2002
1495,NBA Finals Most Valuable Player,2004
1495,NBA Most Valuable Player,2001
1495,NBA Most Valuable Player,2002
1495,NBA Rookie of the Year,1997
1495,NBA Sporting News Most Valuable Player of the Year,2001
1495,NBA Sporting News Most Valuable Player of the Year,2002
1495,NBA Sporting News Rookie of the Year,1997
1495,Olympic Bronze Medal,2004
1495,NBA All-Star,1997
1495,NBA All-Star,1999
1495,NBA All-Star,2000
1495,NBA All-Star,2001
1495,NBA All-Star,2002
1495,NBA All-Star,2003
1495,NBA All-Star,2004
1495,NBA All-Star,2005
1495,NBA All-Star,2006
1495,NBA All-Star,2007
1495,NBA All-Star,2008
1495,NBA All-Star,2009
1495,NBA All-Star,2010
1495,NBA All-Star,2012
1495,NBA All-Star,2014
1495,NBA Champion,1998
1495,NBA Champion,2002
1495,NBA Champion,2004
1495,NBA Champion,2006
1495,NBA Champion,2013
1682,Hall of Fame Inductee,1960
980,All-Rookie Team1,1997
980,NBA All-Star,2002
980,NBA All-Star,2004
1517,All-Rookie Team2,1997
1517,NBA Sixth Man of the Year,2002
1510,All-Rookie Team1,1997
1503,All-NBA2,2000
1503,All-NBA1,2001
1503,All-NBA1,2002
1503,All-NBA2,2003
1503,All-NBA3,2004
1503,All-NBA2,2006
1503,All-NBA3,2007
1503,Hall of Fame Inductee,2017
1503,NBA Most Improved Player,2000
1503,NBA All-Star,2000
1503,NBA All-Star,2001
1503,NBA All-Star,2002
1503,NBA All-Star,2003
1503,NBA All-Star,2004
1503,NBA All-Star,2005
1503,NBA All-Star,2006
1500,All-Rookie Team1,1997
1508,All-Rookie Team2,1997
1501,All-Rookie Team2,1997
1496,All-Rookie Team1,1997
1521,NBA Champion,2006
1710,All-Rookie Team1,1998
1713,All-NBA3,1999
1713,All-NBA2,2000
1713,All-Rookie Team1,1998
1713,NBA Rookie of the Year,1998
1713,NBA Sporting News Rookie of the Year,1998
1713,Olympic Gold Medal,2000
1713,NBA All-Star,1999
1713,NBA All-Star,2000
1713,NBA All-Star,2002
1713,NBA All-Star,2003
1713,NBA All-Star,2004
1713,NBA All-Star,2005
1713,NBA All-Star,2006
1713,NBA All-Star,2001
1722,All-Rookie Team2,1998
1720,All-Rookie Team2,1998
1720,NBA Champion,2005
1723,All-Rookie Team1,1998
1716,All-Defensive Team1,2004
1712,All-Rookie Team2,1998
1712,NBA Sixth Man of the Year,2003
1712,NBA All-Star,2004
1712,NBA All-Star,2007
1562,NBA Champion,1998
1740,NBA All-Star,2008
1740,NBA All-Star,2004
1740,NBA Champion,2012
1731,NBA Champion,2000
1752,Olympic Appearance,2000
1752,Olympic Appearance,2004
1802,NBA All-Star,2002
1802,NBA All-Star,2003
1749,All-Rookie Team2,1998
1737,NBA Champion,2004
1725,NBA Champion,2004
1717,All-NBA3,2000
1717,All-NBA2,2001
1717,All-NBA2,2002
1717,All-NBA3,2003
1717,All-NBA1,2004
1717,All-NBA1,2005
1717,All-NBA1,2006
1717,All-NBA2,2007
1717,All-NBA1,2008
1717,All-NBA2,2009
1717,All-NBA2,2010
1717,All-NBA3,2011
1717,NBA Finals Most Valuable Player,2010
1717,NBA Most Valuable Player,2006
1717,NBA Sporting News Most Valuable Player of the Year,2006
1717,Olympic Appearance,2008
1717,NBA All-Star,2018
1717,NBA All-Star,2001
1717,NBA All-Star,2002
1717,NBA All-Star,2003
1717,NBA All-Star,2004
1717,NBA All-Star,2005
1717,NBA All-Star,2006
1717,NBA All-Star,2007
1717,NBA All-Star,2008
1717,NBA All-Star,2009
1717,NBA All-Star,2010
1717,NBA All-Star,2011
1717,NBA All-Star,2013
1717,NBA All-Star,2014
1717,NBA Champion,2010
1709,All-Rookie Team2,1998
1718,All-NBA3,2001
1718,All-NBA3,2002
1718,All-NBA3,2007
1718,All-NBA2,2008
1718,All-Rookie Team1,1998
1718,NBA Finals Most Valuable Player,2007
1718,NBA All-Star,2001
1718,NBA All-Star,2002
1718,NBA All-Star,2003
1718,NBA All-Star,2004
1718,NBA All-Star,2005
1718,NBA All-Star,2007
1718,NBA All-Star,2008
1718,NBA All-Star,2009
1718,NBA All-Star,2010
1718,NBA All-Star,2011
1718,NBA Champion,2007
978,All-NBA2,2003
978,Olympic Appearance,2000
978,NBA All-Star,2001
978,NBA All-Star,2002
978,NBA All-Star,2003
978,NBA Champion,2010
1715,All-Rookie Team1,1998
1715,NBA Champion,2005
1088,All-Rookie Team2,1999
1882,All-NBA2,2005
1882,All-Rookie Team1,1999
1882,NBA Rookie of the Year,1999
1882,NBA Sporting News Rookie of the Year,1999
1882,NBA Sportsmanship,2005
1882,NBA All-Star,2001
1882,NBA All-Star,2005
1884,All-NBA3,2003
1884,NBA All-Star,2001
1884,NBA All-Star,2003
1883,All-Rookie Team1,1999
1883,NBA Rookie of the Year,1999
1883,NBA All-Star,2001
1883,NBA All-Star,2002
1883,NBA All-Star,2003
1904,NBA Champion,1999
1904,NBA Champion,2000
1904,NBA Champion,2001
1888,NBA All-Star,2005
1888,NBA All-Star,2006
1888,NBA All-Star,2007
1888,NBA Champion,2003
1928,Olympic Appearance,2000
1890,All-NBA3,2004
1890,All-NBA3,2005
1890,All-Rookie Team2,1999
1890,Olympic Bronze Medal,2004
1890,NBA All-Star,2002
1890,NBA All-Star,2004
1890,NBA All-Star,2005
1890,NBA All-Star,2006
1890,NBA Champion,2010
1889,All-Rookie Team1,1999
1885,All-Rookie Team1,1999
1885,NBA Sixth Man of the Year,2010
1885,Olympic Bronze Medal,2004
1885,NBA Champion,2008
1885,NBA Champion,2009
1899,All-Rookie Team2,1999
1899,NBA Champion,2007
1899,NBA Champion,2005
1887,All-Rookie Team1,1999
1887,NBA All-Star,2001
1891,All-Rookie Team2,1999
1891,NBA Sixth Man of the Year,2008
1891,NBA Champion,2010
1897,J. Walter Kennedy Citizenship,2010
1897,NBA Defensive Player of the Year,2003
1897,All-Defensive Team2,2002
1897,All-Defensive Team1,2003
1897,All-Defensive Team1,2005
1897,All-Defensive Team2,2008
1897,All-NBA3,2003
1897,All-Rookie Team2,1999
1897,NBA All-Star,2003
1897,NBA Champion,2009
