PERSON_ID,DESCRIPTION,SEASON
2042,All-Rookie Team2,2000
1952,All-Defensive Team1,2006
1952,All-Defensive Team2,2007
2073,NBA Champion,2010
2037,NBA Sixth Man of the Year,2009
2037,NBA Sixth Man of the Year,2013
2037,NBA Sixth Man of the Year,2015
2033,All-Rookie Team2,2000
2067,NBA Champion,2007
1531,All-Rookie Team1,2000
1536,NBA Champion,2002
2058,NBA Champion,2000
2058,NBA Champion,2001
2048,NBA All-Star,2003
2030,All-Rookie Team1,2000
2030,NBA All-Star,2003
2046,All-Rookie Team2,2000
2098,NBA Champion,2001
2036,All-Rookie Team2,2000
2032,All-Rookie Team1,2000
2034,All-Rookie Team1,2000
2034,NBA Rookie of the Year,2000
2034,NBA Sixth Man of the Year,2005
2034,NBA Sporting News Rookie of the Year,2000
2034,NBA Champion,2011
2034,NBA Champion,2012
2071,Olympic Appearance,2012
2050,All-Rookie Team1,2000
2072,All-NBA3,2003
2072,Olympic Gold Medal,2008
2072,NBA All-Star,2003
2143,Olympic Gold Medal,2004
2091,Olympic Appearance,1996
2091,Olympic Appearance,2004
2052,NBA Champion,2010
1434,Olympic Appearance,2000
2045,NBA Most Improved Player,2007
2045,All-Rookie Team2,2000
2106,Olympic Appearance,1996
2106,Olympic Gold Medal,2004
1917,Olympic Appearance,1996
1917,Olympic Appearance,2000
1917,Olympic Appearance,2008
1917,Olympic Appearance,2012
2365,NBA Champion,2012
2240,All-NBA3,2004
2240,All-NBA3,2005
2240,All-NBA2,2006
2240,NBA Most Improved Player,2002
2240,NBA All-Star,2004
2240,NBA All-Star,2005
2240,NBA All-Star,2006
2306,Olympic Appearance,2004
2203,All-Defensive Team2,2007
2203,All-Defensive Team2,2008
2203,All-Rookie Team1,2001
2203,NBA Champion,2011
2203,NBA Champion,2012
2199,All-Defensive Team2,2010
2199,All-Defensive Team2,2011
2199,All-Defensive Team1,2012
2199,All-NBA3,2011
2199,NBA Defensive Player of the Year,2011
2199,Olympic Gold Medal,2012
2199,NBA All-Star,2012
2199,NBA Champion,2010
2049,NBA Champion,2002
2201,NBA Champion,2011
2223,J. Walter Kennedy Citizenship,2009
2200,Olympic Bronze Medal,2016
2200,All-NBA3,2008
2200,All-NBA3,2009
2200,All-NBA2,2010
2200,All-NBA2,2014
2200,All-Rookie Team1,2001
2200,J. Walter Kennedy Citizenship,2011
2200,NBA Rookie of the Year,2001
2200,Olympic Appearance,2004
2200,Olympic Silver Medal,2008
2200,Olympic Silver Medal,2012
2200,NBA All-Star,2014
2200,NBA All-Star,2015
2200,NBA All-Star,2005
2200,NBA All-Star,2008
2200,NBA All-Star,2009
2200,NBA All-Star,2010
2200,NBA Champion,2008
2200,NBA Champion,2009
2204,All-Rookie Team2,2001
2217,NBA Champion,2010
2210,All-Rookie Team2,2001
2210,Olympic Bronze Medal,2004
2210,NBA Champion,2015
2207,All-NBA3,2009
2207,All-Rookie Team2,2001
2207,NBA All-Star,2006
2207,NBA All-Star,2007
2207,NBA All-Star,2008
2207,NBA All-Star,2009
2207,NBA All-Star,2010
2207,NBA All-Star,2011
2207,NBA All-Star,2013
1905,All-Defensive Team2,2003
1905,All-Defensive Team2,2004
1905,All-Defensive Team1,2005
1905,All-Rookie Team1,2001
1905,Olympic Appearance,2000
1905,Olympic Appearance,2008
1905,Olympic Bronze Medal,2012
1905,NBA All-Star,2003
2225,All-NBA3,2008
2225,All-NBA2,2011
2225,All-NBA2,2012
2225,All-NBA2,2013
2225,All-Rookie Team1,2001
2225,NBA Finals Most Valuable Player,2006
2225,NBA Sporting News Rookie of the Year,2001
2225,Olympic Appearance,2012
2225,NBA All-Star,2005
2225,NBA All-Star,2008
2225,NBA All-Star,2011
2225,NBA All-Star,2012
2225,NBA All-Star,2013
2225,NBA All-Star,2006
2225,NBA Champion,2002
2225,NBA Champion,2004
2225,NBA Champion,2006
2225,NBA Champion,2013
2209,All-Rookie Team2,2001
2209,Olympic Appearance,2004
2216,All-NBA3,2010
2216,NBA Most Improved Player,2003
2216,NBA All-Star,2009
2216,NBA All-Star,2012
1442,All-Rookie Team2,2001
2202,All-Rookie Team1,2001
2243,NBA Champion,2007
2250,NBA Most Improved Player,2004
2224,All-Rookie Team2,2001
2222,All-Defensive Team1,2009
2222,NBA All-Star,2009
2425,Olympic Appearance,2012
2430,All-NBA3,2007
2430,All-Rookie Team2,2002
2430,Olympic Bronze Medal,2004
2430,Olympic Gold Medal,2008
2430,NBA All-Star,2006
2430,NBA All-Star,2007
2452,All-Rookie Team2,2002
2484,NBA Champion,2004
2406,All-Rookie Team1,2002
2406,NBA All-Star,2006
2406,NBA All-Star,2007
1938,All-NBA3,2007
1938,All-NBA3,2010
1938,All-Rookie Team2,2002
1938,NBA Sixth Man of the Year,2007
1938,Olympic Appearance,2012
1938,Olympic Bronze Medal,2008
1938,Olympic Gold Medal,2004
1938,NBA All-Star,2004
1938,NBA All-Star,2010
1938,NBA Champion,2002
1938,NBA Champion,2004
1938,NBA Champion,2006
1938,NBA Champion,2013
1921,All-Rookie Team2,2002
2400,All-Rookie Team1,2002
2403,All-Rookie Team1,2002
2403,Olympic Appearance,2012
2397,All-NBA3,2003
2397,All-NBA3,2005
2397,All-NBA2,2006
2397,All-NBA3,2007
2397,All-NBA2,2008
2397,All-Rookie Team1,2002
2397,Hall of Fame Inductee,2016
2397,NBA Sporting News Rookie of the Year,2002
2397,Olympic Appearance,2000
2397,Olympic Appearance,2004
2397,Olympic Appearance,2008
2397,NBA All-Star,2002
2397,NBA All-Star,2003
2397,NBA All-Star,2004
2397,NBA All-Star,2005
2397,NBA All-Star,2006
2397,NBA All-Star,2007
2397,NBA All-Star,2008
2397,NBA All-Star,2010
2246,NBA All-Star,2006
2246,NBA Champion,2003
2419,All-Defensive Team2,2004
2419,All-Defensive Team2,2005
2419,All-Defensive Team2,2006
2419,All-Defensive Team2,2007
2419,Olympic Gold Medal,2008
2419,NBA Champion,2003
2080,Olympic Appearance,2000
2080,Olympic Appearance,2004
2405,All-NBA2,2004
2405,All-NBA1,2006
2405,All-NBA2,2007
2405,All-NBA2,2009
2405,All-NBA2,2010
2405,All-Rookie Team1,2002
2405,NBA Rookie of the Year,2002
2405,Olympic Bronze Medal,2004
2405,NBA All-Star,2010
2405,NBA All-Star,2004
2405,NBA All-Star,2006
2405,NBA All-Star,2007
2405,NBA All-Star,2008
2405,NBA All-Star,2009
2398,All-Rookie Team2,2002
2546,All-NBA3,2005
2546,All-NBA3,2006
2546,All-NBA3,2008
2546,All-NBA2,2009
2546,All-NBA3,2011
2546,All-NBA2,2012
2546,All-Rookie Team1,2003
2546,Olympic Bronze Medal,2004
2546,Olympic Gold Medal,2008
2546,Olympic Gold Medal,2012
2546,Olympic Gold Medal,2016
2546,NBA All-Star,2011
2546,NBA All-Star,2012
2546,NBA All-Star,2013
2546,NBA All-Star,2014
2546,NBA All-Star,2015
2546,NBA All-Star,2016
2546,NBA All-Star,2007
2546,NBA All-Star,2009
2546,NBA All-Star,2010
2546,NBA All-Star,2006
2571,NBA Sixth Man of the Year,2006
2571,Olympic Appearance,2012
2571,NBA Champion,2014
2440,NBA Champion,2016
2547,All-NBA2,2006
2547,All-Rookie Team1,2003
2547,Olympic Gold Medal,2008
2547,NBA All-Star,2005
2547,NBA All-Star,2006
2547,NBA All-Star,2007
2547,NBA All-Star,2008
2547,NBA All-Star,2009
2547,NBA All-Star,2010
2547,NBA All-Star,2011
2547,NBA All-Star,2012
2547,NBA All-Star,2013
2547,NBA All-Star,2014
2547,NBA All-Star,2015
2547,NBA Champion,2011
2547,NBA Champion,2012
2605,All-Rookie Team2,2003
2564,NBA Most Improved Player,2005
2564,Olympic Appearance,2012
2564,NBA Champion,2013
1922,NBA Champion,2006
2551,All-Rookie Team2,2003
2682,Olympic Appearance,2012
2617,All-Rookie Team2,2003
2617,NBA Champion,2005
2617,NBA Champion,2011
2617,NBA Champion,2012
2553,All-Rookie Team2,2003
2550,All-Defensive Team2,2006
2550,All-Rookie Team1,2003
2572,All-Rookie Team2,2003
2544,All-Defensive Team1,2008
2544,All-Defensive Team1,2009
2544,All-Defensive Team1,2010
2544,All-Defensive Team1,2011
2544,All-Defensive Team1,2012
2544,All-Defensive Team2,2013
2544,All-NBA2,2004
2544,All-NBA1,2005
2544,All-NBA2,2006
2544,All-NBA1,2007
2544,All-NBA1,2008
2544,All-NBA1,2009
2544,All-NBA1,2010
2544,All-NBA1,2011
2544,All-NBA1,2012
2544,All-NBA1,2013
2544,All-NBA1,2014
2544,All-NBA1,2015
2544,All-NBA1,2016
2544,All-NBA1,2017
2544,All-NBA3,2018
2544,All-NBA1,2019
2544,All-NBA2,2020
2544,All-Rookie Team1,2003
2544,NBA All-Star Most Valuable Player,2005
2544,NBA All-Star Most Valuable Player,2007
2544,NBA All-Star Most Valuable Player,2017
2544,NBA Finals Most Valuable Player,2011
2544,NBA Finals Most Valuable Player,2012
2544,NBA Finals Most Valuable Player,2015
2544,NBA Finals Most Valuable Player,2019
2544,NBA Most Valuable Player,2008
2544,NBA Most Valuable Player,2009
2544,NBA Most Valuable Player,2011
2544,NBA Most Valuable Player,2012
2544,NBA Rookie of the Year,2003
2544,NBA Sporting News Most Valuable Player of the Year,2005
2544,NBA Sporting News Rookie of the Year,2003
2544,Olympic Bronze Medal,2004
2544,Olympic Gold Medal,2008
2544,Olympic Gold Medal,2012
2544,All-NBA3,2021
2544,All-NBA3,2022
2544,NBA In-Season Tournament Most Valuable Player,2023
2544,NBA In-Season Tournament All-Tournament1,2023
2544,All-NBA3,2023
2544,NBA All-Star,2004
2544,NBA All-Star,2005
2544,NBA All-Star,2006
2544,NBA All-Star,2007
2544,NBA All-Star,2008
2544,NBA All-Star,2009
2544,NBA All-Star,2010
2544,NBA All-Star,2011
2544,NBA All-Star,2012
2544,NBA All-Star,2013
2544,NBA All-Star,2014
2544,NBA All-Star,2015
2544,NBA All-Star,2016
2544,NBA All-Star,2017
2544,NBA All-Star,2018
2544,NBA All-Star,2019
2544,NBA All-Star,2020
2544,NBA All-Star,2021
2544,NBA All-Star,2022
2544,NBA All-Star,2023
2544,NBA Champion,2015
2544,NBA Champion,2019
2544,NBA Champion,2011
2544,NBA Champion,2012
2544,Olympic Gold Medal,2024
2563,NBA Champion,2015
2592,NBA Champion,2015
2592,NBA Champion,2011
2592,NBA Champion,2012
2549,Olympic Appearance,2008
2549,NBA All-Star,2009
2574,NBA Champion,2005
2594,NBA Sportsmanship,2014
2594,NBA All-Star,2014
2221,Olympic Appearance,2000
2221,Olympic Silver Medal,2008
2545,NBA Champion,2003
2585,NBA Champion,2016
2585,NBA Champion,2017
2632,Olympic Appearance,2000
2632,Olympic Appearance,2004
2570,NBA Champion,2007
2565,Olympic Appearance,2008
2443,Olympic Appearance,2004
2443,Olympic Appearance,2012
2443,Olympic Bronze Medal,2000
2548,Olympic Bronze Medal,2004
2548,All-Defensive Team2,2004
2548,All-Defensive Team2,2008
2548,All-Defensive Team2,2009
2548,All-NBA2,2004
2548,All-NBA2,2005
2548,All-NBA3,2006
2548,All-NBA1,2008
2548,All-NBA1,2009
2548,All-NBA2,2010
2548,All-NBA3,2011
2548,All-NBA3,2012
2548,All-Rookie Team1,2003
2548,NBA All-Star Most Valuable Player,2009
2548,NBA Finals Most Valuable Player,2005
2548,Olympic Gold Medal,2008
2548,NBA All-Star,2004
2548,NBA All-Star,2005
2548,NBA All-Star,2006
2548,NBA All-Star,2007
2548,NBA All-Star,2008
2548,NBA All-Star,2009
2548,NBA All-Star,2010
2548,NBA All-Star,2011
2548,NBA All-Star,2012
2548,NBA All-Star,2013
2548,NBA All-Star,2014
2548,NBA All-Star,2015
2548,NBA All-Star,2018
2548,NBA Champion,2005
2548,NBA Champion,2011
2548,NBA Champion,2012
2575,NBA Champion,2008
2575,NBA Champion,2009
2561,NBA All-Star,2007
2561,NBA All-Star,2008
2561,NBA Champion,2016
2561,NBA Champion,2017
2590,NBA All-Star,2008
2590,NBA Champion,2015
2754,All-Defensive Team2,2010
2754,All-Defensive Team1,2011
2754,All-Defensive Team1,2012
2754,All-Defensive Team1,2014
2754,All-Defensive Team2,2015
2754,All-Defensive Team2,2016
2754,NBA Champion,2007
2772,NBA Champion,2008
2588,NBA Champion,2006
2588,NBA Champion,2013
2735,All-Rookie Team2,2004
2568,Olympic Appearance,2012
2568,Olympic Bronze Medal,2008
2568,Olympic Gold Medal,2004
2736,All-Defensive Team2,2011
2736,All-Rookie Team1,2004
2736,NBA Sportsmanship,2006
2736,Olympic Appearance,2012
2736,NBA All-Star,2011
2736,NBA All-Star,2012
2732,All-Rookie Team1,2004
2732,NBA Sixth Man of the Year,2004
2734,NBA All-Star,2008
2730,All-Defensive Team2,2007
2730,All-Defensive Team1,2008
2730,All-Defensive Team1,2009
2730,All-Defensive Team1,2010
2730,All-Defensive Team1,2011
2730,All-NBA3,2006
2730,All-NBA1,2007
2730,All-NBA1,2008
2730,All-NBA1,2009
2730,All-NBA1,2010
2730,All-NBA1,2011
2730,All-NBA3,2012
2730,All-NBA2,2013
2730,All-Rookie Team1,2004
2730,NBA Defensive Player of the Year,2008
2730,NBA Defensive Player of the Year,2009
2730,NBA Defensive Player of the Year,2010
2730,Olympic Gold Medal,2008
2730,NBA All-Star,2006
2730,NBA All-Star,2007
2730,NBA All-Star,2008
2730,NBA All-Star,2009
2730,NBA All-Star,2010
2730,NBA All-Star,2011
2730,NBA All-Star,2012
2730,NBA All-Star,2013
2730,NBA Champion,2019
2738,All-Defensive Team2,2010
2738,All-Defensive Team1,2013
2738,All-Rookie Team1,2004
2738,NBA Finals Most Valuable Player,2014
2738,Olympic Gold Medal,2012
2738,NBA All-Star,2011
2738,NBA Champion,2014
2738,NBA Champion,2016
2738,NBA Champion,2017
2738,NBA Champion,2021
2788,NBA Champion,2008
2788,NBA Champion,2009
2744,All-NBA3,2013
2744,All-Rookie Team2,2004
2751,Olympic Appearance,2008
2751,Olympic Bronze Medal,2012
2420,All-Rookie Team2,2004
2420,Olympic Appearance,2004
2733,NBA Champion,2014
2733,NBA Champion,2016
2733,NBA Champion,2017
2749,All-Rookie Team2,2004
2749,NBA All-Star,2008
2804,Olympic Appearance,2012
2804,Olympic Bronze Medal,2008
2804,Olympic Gold Medal,2004
2731,All-Rookie Team1,2004
2731,NBA Rookie of the Year,2004
2731,NBA Sporting News Rookie of the Year,2004
2731,Olympic Bronze Medal,2004
2762,Olympic Appearance,2004
2747,NBA Sixth Man of the Year,2012
2747,NBA Champion,2015
2747,NBA Champion,2019
2746,All-Defensive Team2,2009
2746,All-Rookie Team2,2004
2757,NBA Champion,2004
2757,NBA Champion,2006
2760,All-Defensive Team2,2009
2760,Olympic Appearance,2012
2756,NBA Champion,2008
2756,NBA Champion,2009
101106,All-Defensive Team2,2014
101106,All-NBA3,2009
101106,All-Rookie Team1,2005
101106,Olympic Appearance,2004
101106,Olympic Appearance,2008
101106,NBA Champion,2014
101115,All-NBA2,2011
101115,NBA All-Star,2011
101115,NBA Champion,2008
101115,NBA Champion,2009
101181,Olympic Bronze Medal,2016
101181,Olympic Appearance,2004
101181,Olympic Silver Medal,2008
101181,Olympic Silver Medal,2012
101113,Olympic Appearance,2012
101145,NBA Most Improved Player,2006
101109,All-Rookie Team2,2005
101112,All-Rookie Team1,2005
101112,NBA Champion,2015
101155,All-Rookie Team2,2005
101122,All-Rookie Team2,2005
101122,NBA Most Improved Player,2008
101122,NBA All-Star,2008
101129,All-Rookie Team2,2005
101180,Olympic Appearance,2004
101180,Olympic Appearance,2008
101180,Olympic Bronze Medal,2000
101132,Olympic Appearance,2008
101132,Olympic Appearance,2012
101135,All-NBA3,2012
101135,NBA All-Star,2009
101135,NBA All-Star,2012
101135,NBA Champion,2014
101178,Olympic Appearance,2004
101177,Olympic Appearance,1996
101177,Olympic Bronze Medal,2008
101177,Olympic Gold Medal,2004
101177,NBA Champion,2006
101108,All-Defensive Team2,2007
101108,All-Defensive Team1,2008
101108,All-Defensive Team2,2010
101108,All-Defensive Team1,2011
101108,All-Defensive Team1,2012
101108,All-Defensive Team1,2013
101108,All-Defensive Team1,2014
101108,All-Defensive Team1,2015
101108,All-NBA1,2007
101108,All-NBA2,2008
101108,All-NBA3,2010
101108,All-NBA1,2011
101108,All-NBA1,2012
101108,All-NBA1,2013
101108,All-NBA2,2014
101108,All-NBA2,2015
101108,All-NBA2,2019
101108,All-Rookie Team1,2005
101108,NBA All-Star Most Valuable Player,2012
101108,NBA Rookie of the Year,2005
101108,NBA Sporting News Rookie of the Year,2005
101108,Olympic Gold Medal,2008
101108,Olympic Gold Medal,2012
101108,All-Defensive Team1,2016
101108,All-NBA3,2021
101108,All-NBA2,2020
101108,NBA All-Star,2007
101108,NBA All-Star,2008
101108,NBA All-Star,2009
101108,NBA All-Star,2010
101108,NBA All-Star,2011
101108,NBA All-Star,2012
101108,NBA All-Star,2013
101108,NBA All-Star,2014
101108,NBA All-Star,2015
101108,NBA All-Star,2019
101108,NBA All-Star,2020
101108,NBA All-Star,2021
2694,NBA Champion,2008
2694,NBA Champion,2009
101134,NBA Champion,2005
101142,Olympic Appearance,2012
101142,NBA Champion,2011
101111,All-Rookie Team1,2005
101114,All-NBA2,2007
101114,All-NBA2,2009
101114,All-Rookie Team1,2005
101114,Olympic Gold Medal,2008
101114,Olympic Gold Medal,2012
101114,NBA All-Star,2011
101114,NBA All-Star,2009
101114,NBA All-Star,2010
101150,NBA Sixth Man of the Year,2014
101150,NBA Sixth Man of the Year,2017
101150,NBA Sixth Man of the Year,2018
101107,All-Rookie Team2,2005
200746,All-NBA3,2010
200746,All-NBA3,2013
200746,All-NBA2,2014
200746,All-NBA3,2015
200746,All-NBA2,2017
200746,All-Rookie Team1,2006
200746,NBA All-Star,2017
200746,NBA All-Star,2011
200746,NBA All-Star,2012
200746,NBA All-Star,2013
200746,NBA All-Star,2014
200746,NBA All-Star,2015
200746,NBA All-Star,2018
200826,NBA Champion,2010
200745,All-Rookie Team1,2006
200769,NBA Champion,2008
200769,NBA Champion,2009
200821,Olympic Appearance,2012
200770,NBA Champion,2008
200770,NBA Champion,2009
200751,All-Rookie Team1,2006
200816,All-Rookie Team1,2006
200816,Olympic Appearance,2000
200816,Olympic Appearance,2004
200816,Olympic Silver Medal,2008
200752,All-Rookie Team1,2006
101153,Olympic Appearance,2012
2601,Olympic Appearance,2008
200835,All-Rookie Team2,2006
200835,Olympic Gold Medal,2004
200768,All-NBA3,2015
200768,Olympic Gold Medal,2016
200768,NBA All-Star,2014
200768,NBA All-Star,2015
200768,NBA All-Star,2016
200768,NBA All-Star,2018
200768,NBA All-Star,2019
200768,NBA All-Star,2017
200768,NBA Champion,2018
200822,Olympic Appearance,2012
200794,All-Defensive Team2,2015
200794,All-Rookie Team2,2006
200794,All-Rookie Team2,2006
200794,NBA All-Star,2013
200794,NBA All-Star,2014
200794,NBA All-Star,2015
200794,NBA All-Star,2016
200747,All-Rookie Team2,2006
200747,NBA Champion,2008
200747,NBA Champion,2009
200796,NBA Champion,2007
200771,Olympic Bronze Medal,2016
200771,Olympic Silver Medal,2012
200765,All-Defensive Team2,2008
200765,All-Defensive Team1,2009
200765,All-Defensive Team1,2010
200765,All-Defensive Team2,2011
200765,All-NBA3,2011
200765,All-Rookie Team2,2006
200765,NBA All-Star,2009
200765,NBA All-Star,2010
200765,NBA All-Star,2011
200765,NBA All-Star,2012
200765,NBA Champion,2007
200765,NBA Champion,2019
200750,All-NBA2,2008
200750,All-NBA3,2009
200750,All-Rookie Team1,2006
200750,NBA Rookie of the Year,2006
200750,NBA Sporting News Rookie of the Year,2006
200750,NBA All-Star,2007
200750,NBA All-Star,2008
200750,NBA All-Star,2009
200757,All-Defensive Team2,2009
200783,All-Rookie Team2,2006
200748,All-Rookie Team2,2006
200782,NBA Champion,2020
201202,NBA Champion,2011
201202,NBA Champion,2012
201158,NBA Champion,2013
201147,NBA Champion,2010
201166,NBA Most Improved Player,2009
201144,All-Defensive Team2,2012
201144,NBA Sportsmanship,2013
201144,NBA All-Star,2020
201175,NBA Champion,2007
201162,NBA Champion,2019
201142,All-NBA1,2009
201142,All-NBA1,2010
201142,All-NBA1,2011
201142,All-NBA1,2012
201142,All-NBA1,2013
201142,All-NBA2,2015
201142,All-NBA2,2016
201142,All-NBA1,2017
201142,All-NBA2,2018
201142,All-Rookie Team1,2007
201142,NBA All-Star Most Valuable Player,2011
201142,NBA All-Star Most Valuable Player,2018
201142,NBA Finals Most Valuable Player,2016
201142,NBA Finals Most Valuable Player,2017
201142,NBA Most Valuable Player,2013
201142,NBA Rookie of the Year,2007
201142,Olympic Gold Medal,2012
201142,All-NBA2,2021
201142,NBA In-Season Tournament All-Tournament1,2023
201142,Olympic Gold Medal,2016
201142,Olympic Gold Medal,2020
201142,All-NBA2,2023
201142,NBA All-Star,2017
201142,NBA All-Star,2020
201142,NBA All-Star,2021
201142,NBA All-Star,2009
201142,NBA All-Star,2010
201142,NBA All-Star,2011
201142,NBA All-Star,2012
201142,NBA All-Star,2013
201142,NBA All-Star,2014
201142,NBA All-Star,2015
201142,NBA All-Star,2016
201142,NBA All-Star,2018
201142,NBA All-Star,2022
201142,NBA All-Star,2023
201142,NBA Champion,2016
201142,NBA Champion,2017
201142,Olympic Gold Medal,2024
201145,All-Rookie Team1,2007
201145,NBA Champion,2022
201143,All-Defensive Team2,2017
201143,All-NBA3,2010
201143,All-Rookie Team1,2007
201143,NBA All-Star,2009
201143,NBA All-Star,2010
201143,NBA All-Star,2014
201143,NBA All-Star,2015
201143,NBA All-Star,2017
201143,NBA Champion,2023
201146,Olympic Appearance,2004
201146,Olympic Appearance,2008
201146,Olympic Appearance,2012
201171,All-Rookie Team2,2007
101133,NBA Champion,2010
200081,All-Rookie Team2,2007
2434,Olympic Bronze Medal,2016
2434,Olympic Appearance,2000
2434,Olympic Appearance,2004
2434,Olympic Silver Medal,2008
2434,Olympic Silver Medal,2012
2434,All-Rookie Team2,2007
201149,All-Defensive Team2,2010
201149,All-Defensive Team1,2012
201149,All-Defensive Team1,2013
201149,All-NBA1,2013
201149,J. Walter Kennedy Citizenship,2014
201149,NBA Defensive Player of the Year,2013
201149,NBA All-Star,2012
201149,NBA All-Star,2013
2449,All-Rookie Team1,2007
2449,Olympic Appearance,2012
2449,Olympic Bronze Medal,2008
201160,Olympic Appearance,2004
201155,All-Rookie Team2,2007
201154,All-Rookie Team1,2007
201156,NBA Champion,2017
201152,All-Rookie Team2,2007
201583,NBA Most Improved Player,2011
201571,All-Rookie Team2,2008
201587,Olympic Appearance,2012
201587,Olympic Silver Medal,2024
201563,All-Rookie Team1,2008
201596,All-Rookie Team2,2008
201596,NBA Champion,2011
201596,NBA Champion,2012
201609,All-NBA3,2013
201609,NBA Most Improved Player,2013
201609,NBA All-Star,2017
201164,Olympic Bronze Medal,2016
201164,All-Rookie Team2,2008
201164,Olympic Appearance,2004
201164,Olympic Silver Medal,2008
201164,Olympic Silver Medal,2012
201188,All-Defensive Team2,2012
201188,All-NBA2,2012
201188,All-NBA1,2014
201188,All-Rookie Team2,2008
201188,NBA Defensive Player of the Year,2012
201188,Olympic Silver Medal,2008
201188,Olympic Silver Medal,2012
201188,NBA All-Star,2011
201188,NBA All-Star,2014
201188,NBA All-Star,2016
201188,NBA Champion,2018
201569,All-Rookie Team2,2008
201569,NBA Sixth Man of the Year,2016
201579,All-Defensive Team2,2013
201579,NBA All-Star,2011
201579,NBA All-Star,2013
201599,All-Defensive Team1,2014
201599,All-Defensive Team1,2015
201599,All-NBA3,2014
201599,All-NBA1,2015
201599,All-NBA3,2016
201599,Olympic Gold Medal,2016
201599,NBA All-Star,2016
201599,NBA Champion,2022
201572,All-Defensive Team2,2019
201572,All-Rookie Team1,2008
201572,All-Defensive Team1,2022
201572,NBA All-Star,2012
201572,NBA Champion,2020
201567,All-NBA2,2011
201567,All-NBA2,2013
201567,All-Rookie Team2,2008
201567,NBA Most Improved Player,2010
201567,Olympic Gold Medal,2012
201567,NBA All-Star,2016
201567,NBA All-Star,2017
201567,NBA All-Star,2010
201567,NBA All-Star,2011
201567,NBA All-Star,2013
201567,NBA Champion,2015
201564,All-Rookie Team1,2008
201580,Olympic Gold Medal,2020
201580,NBA Champion,2016
201580,NBA Champion,2017
201580,NBA Champion,2019
201565,All-NBA1,2010
201565,All-Rookie Team1,2008
201565,NBA Most Valuable Player,2010
201565,NBA Rookie of the Year,2008
201565,NBA All-Star,2009
201565,NBA All-Star,2010
201565,NBA All-Star,2011
201575,NBA Champion,2014
201578,NBA Champion,2014
201566,All-NBA2,2010
201566,All-NBA2,2011
201566,All-NBA2,2012
201566,All-NBA2,2014
201566,All-NBA1,2015
201566,All-NBA1,2016
201566,All-NBA2,2017
201566,All-NBA3,2018
201566,All-NBA3,2019
201566,All-Rookie Team1,2008
201566,NBA All-Star Most Valuable Player,2014
201566,NBA All-Star Most Valuable Player,2015
201566,NBA Most Valuable Player,2016
201566,Olympic Gold Medal,2012
201566,NBA All-Star,2017
201566,NBA All-Star,2018
201566,NBA All-Star,2010
201566,NBA All-Star,2011
201566,NBA All-Star,2012
201566,NBA All-Star,2014
201566,NBA All-Star,2015
201566,NBA All-Star,2016
201566,NBA All-Star,2019
2431,Olympic Appearance,2004
2431,Olympic Appearance,2008
2431,Olympic Appearance,2012
201965,NBA Champion,2013
201958,NBA Champion,2010
201971,All-Rookie Team2,2009
201954,All-Rookie Team1,2009
201939,All-NBA2,2013
201939,All-NBA1,2014
201939,All-NBA1,2015
201939,All-NBA2,2016
201939,All-NBA3,2017
201939,All-NBA1,2018
201939,All-NBA1,2020
201939,All-Rookie Team1,2009
201939,NBA Most Valuable Player,2014
201939,NBA Most Valuable Player,2015
201939,NBA Sportsmanship,2010
201939,NBA All-Star Most Valuable Player,2021
201939,All-NBA2,2021
201939,NBA Finals Most Valuable Player,2021
201939,All-NBA2,2022
201939,NBA Clutch Player of the Year,2023
201939,All-NBA3,2023
201939,NBA All-Star,2018
201939,NBA All-Star,2013
201939,NBA All-Star,2014
201939,NBA All-Star,2015
201939,NBA All-Star,2016
201939,NBA All-Star,2017
201939,NBA All-Star,2020
201939,NBA All-Star,2021
201939,NBA All-Star,2022
201939,NBA All-Star,2023
201939,NBA Champion,2014
201939,NBA Champion,2016
201939,NBA Champion,2017
201939,NBA Champion,2021
201939,Olympic Gold Medal,2024
201948,NBA Champion,2013
201942,All-NBA3,2016
201942,All-NBA2,2017
201942,All-NBA2,2021
201942,Olympic Gold Medal,2016
201942,NBA All-Star,2013
201942,NBA All-Star,2015
201942,NBA All-Star,2016
201942,NBA All-Star,2022
201942,NBA All-Star,2017
201942,NBA All-Star,2021
201936,All-Rookie Team1,2009
201936,NBA Rookie of the Year,2009
201938,All-Rookie Team2,2009
201959,All-Rookie Team1,2009
201980,All-Defensive Team2,2016
201980,NBA Champion,2019
201980,NBA Champion,2013
201980,NBA Champion,2018
201935,All-NBA3,2012
201935,All-NBA1,2013
201935,All-NBA1,2014
201935,All-NBA1,2016
201935,All-NBA1,2017
201935,All-NBA1,2018
201935,All-NBA1,2019
201935,All-Rookie Team2,2009
201935,NBA Most Valuable Player,2017
201935,NBA Sixth Man of the Year,2011
201935,Olympic Gold Medal,2012
201935,NBA All-Star Most Valuable Player,2020
201935,NBA All-Star,2020
201935,NBA All-Star,2012
201935,NBA All-Star,2013
201935,NBA All-Star,2014
201935,NBA All-Star,2015
201935,NBA All-Star,2016
201935,NBA All-Star,2017
201935,NBA All-Star,2018
201935,NBA All-Star,2019
201935,NBA All-Star,2021
201950,All-Defensive Team1,2017
201950,All-Defensive Team2,2018
201950,All-Defensive Team1,2020
201950,All-Defensive Team2,2021
201950,All-Defensive Team1,2022
201950,Olympic Gold Medal,2020
