"X2P","X2PA","X3P","X3PA","FT","FTA","ORB","DRB","AST","STL","BLK","TOV","PF","MPG","MPS","Height","Weight","AWD","Pos"
-13.8152770937508,-6.02254412399835,-69.202919375222,-26.6472415480382,-9.69636513749714,-7.61578804473721,-18.2704662734292,-3.37353938854146,-4.44265126248672,-10.5500218008145,-7.97812823558467,-4.04048494577446,-1.67006253917616,2.55948863501416,4.56230205402861,-0.0627400245652056,0.112516998427963,"0","C"
-13.8723330994466,-6.03498255501539,-64.90006115905,-20.5252104864248,-9.48212879602994,-8.65409205535962,-20.4698727753051,-4.37503750788638,-2.6751333917388,-10.2811755606132,-9.84062941982481,-4.56856866326101,-2.54160199905456,3.48375328178382,8.36940909839277,0.0604926158587426,-0.018103183989101,"0","SF"
-12.1802351981084,-4.67936677738034,-70.1333529613872,-26.3580129065706,-8.81092014836493,-7.71419202329529,-19.1933109001577,-3.32416429728206,-3.0845277781273,-10.3544494041623,-9.1190970104214,-4.35697547322549,-2.24234501804003,3.90141910896043,7.28704939317775,-0.0627400245652056,0.0708443020273953,"0","PF"
-14.8830805870814,-6.96514529230526,-64.1496052087524,-20.6800914511979,-9.4239254989157,-8.88786092779326,-22.5369004257213,-4.73223378291652,-1.79175947428455,-10.3138769850327,-9.86954717857887,-3.65224189125614,-2.16332303103088,2.75334950840571,5.40547896557315,-0.0147308053788449,-0.195784361226553,"0","PG"
-15.0908116539119,-6.50626225650219,-64.7251327858045,-19.3428330271838,-9.45453541694024,-8.56364981970519,-21.3387358002245,-4.41129529498892,-3.03254625245208,-9.89955922365841,-9.5098157951882,-4.63375722512117,-2.38195868604287,2.3040340117556,5.87070763205395,0.0458938164375899,-0.0464069601519529,"0","SF"
-14.1509545731943,-6.47510489186268,-65.3787677850954,-21.0086698295081,-9.48580865918142,-8.49003407406197,-21.8688244233126,-3.73152796824446,-2.41091417660346,-9.89130393216951,-10.3499196371919,-4.62678646218903,-2.59865580095996,4.23509723646698,8.88102039331305,0.0160408532879086,-0.0657312329783557,"0","SF"
-11.3465076140034,-4.31558440934132,-66.6667195493003,-23.0080980707036,-8.83195087220811,-7.286474710246,-16.7175449326359,-3.2560789138724,-2.81626379144721,-9.819498327059,-8.38559817699516,-4.39789921073411,-1.54329811470081,3.23602531189017,5.78720963710082,0.0604926158587426,0.152522333041662,"0","C"
-14.4134283961122,-6.36302767304339,-65.8726256296018,-21.404247301648,-8.76550841127513,-7.99378240377685,-21.7053127413812,-4.03448599656686,-2.75097525149951,-10.3564566250615,-10.099754971443,-4.35531576724833,-2.03828347446378,3.75614815024563,8.77533713697495,0.0310787306524492,-0.018103183989101,"0","SF"
-13.9567229801879,-6.10566559619066,-65.113925286115,-21.484421614654,-9.39375643875514,-8.24931714629997,-19.5653738844559,-3.73856514207377,-3.15344802535442,-10.7616786013835,-8.23951295302318,-5.06953403133544,-1.88885059855344,2.78390870630835,7.1305982477387,0.0748813533108422,0.00942148940098901,"0","C"
-14.9342614769148,-7.05157917760793,-66.2100257961747,-22.0336161485266,-10.3512234228262,-9.5143041364261,-21.7332760600194,-4.43901674851047,-2.62243645400633,-10.2330338331236,-9.59159142474656,-4.99255650140219,-2.83601055438914,3.50647617536542,8.50754177219483,0.0310787306524492,-0.190244180850938,"0","SG"
-14.9763748239957,-6.93912227092216,-66.3443276390683,-22.1287695849584,-10.585514404331,-9.47189491284828,-20.4078590924461,-4.31514411942816,-2.75544256908681,-10.5565494891564,-10.0529598061128,-5.17421570094878,-2.63499641596156,4.58067076671117,10.3827303145493,-0.0147308053788449,-0.0657312329783557,"0","SG"
-13.2890247789855,-5.13726691947257,-66.9680589735783,-23.3907254616068,-9.1753505987512,-8.12365474016765,-21.7123458661974,-3.92509242263576,-1.88273125257821,-10.3470558490935,-9.17627711934136,-3.58951984173263,-2.37335416938472,2.55491619954112,6.23178852185145,-0.0147308053788449,-0.195784361226553,"1","PG"
-13.8890663858121,-5.82307047701482,-63.9436632425768,-19.706291755713,-9.34776362053613,-8.63976259736575,-21.5835249780029,-4.11011707410047,-2.33367568554367,-10.2601855310749,-9.64546280718662,-4.31270664466905,-2.64702550490225,4.21572339920996,9.98658157061443,-0.0147308053788449,-0.018103183989101,"0","SG"
-13.5538726495165,-5.60320978867382,-70.2442358308526,-25.6485517601268,-9.35327424029682,-8.38345422340106,-19.6774549702453,-3.77251991680884,-3.60489380394365,-9.65726823588294,-8.92273067799303,-4.85338235552168,-2.36813117639143,2.85891296834338,6.27217507999177,0.0604926158587426,-0.0904238455687271,"0","PF"
-14.0230845876083,-5.34720784014485,-67.9614023763912,-21.2957625246479,-10.177125801627,-9.62672118690251,-21.1253937766697,-3.40776060048163,-2.74084002960152,-9.81114728629533,-9.94029229580816,-4.31459046292717,-2.58668934970902,1.56730570044876,4.66364560474281,0.0310787306524492,0.0493380968064316,"0","PF"
-13.5418176407381,-6.08658548005693,-70.4918806824235,-26.321526647719,-9.23741295893172,-8.04946379411422,-20.6490243153324,-3.88831964016145,-3.27588608542351,-10.0636691102052,-9.26081120274754,-5.13046465995231,-2.37301837354525,4.04235248554817,6.54800432622485,0.000773381157120351,0.000330517699737022,"0","SG"
-12.4495758937808,-4.44221680241977,-68.974962155889,-26.486833023669,-11.1924925321334,-9.36206793542623,-19.3443591589317,-2.93962230309309,-2.9311937581606,-9.90468602186268,-9.71107389148864,-4.52375684034439,-1.42711636025167,1.53787480738743,4.42289476851052,-0.0611020225609671,0.112516998427963,"0","C"
-12.6913463956859,-5.20393029283598,-71.2187464847348,-27.0525578657675,-10.019915418577,-9.29283906017405,-19.6469592635225,-3.36594279865194,-2.82759535746085,-11.3717370995558,-8.17104487199589,-4.21705614537362,-2.06545530500373,3.62754614227139,6.37636043624393,0.0890659883027985,0.0918977112252275,"0","C"
-13.9485529445289,-6.21226537526681,-70.2815443422029,-27.472558908905,-9.53759439664245,-7.78638244158269,-17.6580007137037,-3.4191476425968,-2.73790316992706,-10.285911275254,-8.83205400650488,-4.12448871176369,-1.95774461191348,2.48806297238186,5.37652444638325,0.0748813533108422,0.132719705745483,"0","C"
-13.7541878223962,-6.17993783154678,-71.8658915967128,-28.8723881627949,-9.58533726530621,-8.18517253427066,-18.0439803271812,-3.67238895541474,-3.87440101958035,-10.3131103354028,-8.67791995208376,-4.63981725687214,-1.7031519276684,3.0427358398648,7.32960928135523,0.0748813533108422,0.171940418898764,"0","C"
-13.669020355379,-5.89296471762622,-63.2066490801515,-20.2798370930919,-11.2628376448407,-9.07493279962704,-19.9111388390436,-3.70062659829415,-1.89711999004351,-9.98663550705492,-8.18888074219053,-3.32706219411698,-2.43611649115543,1.83312989724364,4.49455536093013,0.0160408532879086,-0.141717139956278,"0","SG"
-14.3814366589107,-6.32509833496076,-64.8120353425496,-20.7391655647535,-7.97554210286358,-7.39585983794228,-21.7123458661974,-4.2370546522315,-2.15948425472103,-10.1922609304068,-10.204918625536,-4.30259982385519,-2.0241429067498,3.02953849549426,5.57748729280349,-0.0464795036934253,-0.168385387038439,"0","PG"
-13.8112884185697,-5.94879644893711,-65.6435741589514,-21.0989978684621,-8.92052476722145,-8.04531356437607,-21.8137772360928,-4.0228086061235,-2.80336038660658,-10.2498511947942,-10.0063750327649,-4.69685990757506,-2.11021320567889,2.64460854695531,5.56887663920695,0.0160408532879086,-0.0657312329783557,"0","SG"
-14.255795002696,-6.04450788795826,-66.8895368320691,-22.5884820340046,-10.3666790613499,-9.31058067682514,-21.3347635934473,-3.59831359274154,-2.97872093348665,-10.5023719772532,-9.25699076543387,-4.56244149265662,-2.09425663278545,4.07393419702322,9.72078118772586,-0.0627400245652056,0.0918977112252275,"1","PF"
-14.593683783718,-6.54981089951317,-68.8950782081564,-24.2216963024759,-10.1351307112127,-9.14805651769611,-20.9398152318572,-4.32715563425846,-2.04526186985074,-9.98488241985791,-10.0452031077496,-4.50533415858011,-2.46698749910074,3.1843017299914,7.60059079382215,0.0310787306524492,-0.0416336813992951,"0","SG"
-14.4716637457701,-6.84956553707142,-66.897592401113,-21.8694493716642,-9.32947993205026,-8.13938568545215,-23.2232932613942,-4.58242287729452,-2.86114212530192,-10.3645995443062,-10.4900942432835,-4.53128403690455,-2.54606107853347,3.71155341519104,5.28105012566926,0.000773381157120351,0.0493380968064316,"0","SG"
-13.5094136186082,-5.70089555772601,-71.4412698248686,-26.9360014024109,-10.4016165719273,-9.41258485115724,-19.4791806962388,-3.65923651653907,-3.86539717002874,-10.205413822447,-8.10086651820578,-4.8451069834335,-2.05528856148262,3.56592826305575,7.97791635398251,0.0458938164375899,0.112516998427963,"1","PF"
-12.9741380692333,-4.89334523236223,-68.1801584287378,-23.5100267726064,-9.61885236277623,-8.7359757648153,-21.9185013231584,-4.54848060693376,-1.59880894209831,-9.79244636623385,-10.6692651174802,-4.23248893025565,-2.71969386720223,3.88649528674437,8.62195175042846,-0.241788256014191,-0.313567396882937,"0","PG"
-16.0244846805615,-7.54758164299834,-63.1420652901346,-19.198576910481,-11.0362334900736,-10.2136082744726,-22.4549081908315,-3.63733220709404,-2.72457950872333,-10.1926561326108,-10.2256859688491,-4.56754190228196,-2.41755447328542,3.74204699419245,8.27226648641111,-0.0147308053788449,0.00488633423559784,"0","SG"
-13.9798571824646,-5.22377576940627,-66.0551529849785,-22.4585650121073,-9.25674357055706,-8.44662956346036,-22.0443585760159,-3.74615944147623,-2.10006083420737,-9.33120267487079,-9.99565922365171,-4.50172307457568,-2.07266185999862,2.46109996345157,6.10093314446629,-0.0792693265164162,-0.105537483378775,"0","PG"
-15.3993654527344,-7.04980528477245,-67.3124150013972,-23.3987749249738,-9.76757439869416,-9.10603688217873,-20.1687327989734,-3.83948424286789,-3.06381564644247,-10.5586982480967,-9.09576781746971,-4.82484119196365,-2.1845661858493,3.29615078521958,6.82433279452828,0.0458938164375899,-0.018103183989101,"0","PF"
-13.9948327945586,-5.82585560198344,-67.3340106995602,-22.8112417933124,-9.46023139895488,-8.62323177600513,-21.8217115447577,-4.17865416850703,-2.1415889344874,-10.4251952500557,-9.13672952434123,-3.97730023826725,-2.23379512841692,4.31654712946074,9.74316732705956,-0.0147308053788449,-0.0274490464073385,"0","PG"
-13.9062409090468,-5.09829430671897,-69.6065843289611,-26.9430162250991,-10.0056760132837,-8.93402140369978,-18.447109132528,-2.992714389081,-3.072693320477,-10.3544494041623,-8.05315093724243,-4.91581496796549,-1.79175947428455,1.99964733543211,4.8345435525599,0.0748813533108422,0.0918977112252275,"0","C"
-14.791985241114,-6.6362838961144,-66.0988151717998,-21.9353738474065,-9.97464139410061,-9.11132499295277,-21.8985257363985,-3.75552933572361,-3.1260490511591,-10.7965809751285,-9.25998840834381,-4.62386052775466,-2.367519111034,3.96828809603146,7.93632376189758,0.0458938164375899,0.0317937871555221,"0","SF"
-11.8091135830754,-4.32665767966594,-71.83543732268,-27.3468753754861,-9.50564911842538,-8.37357124374374,-19.6945018688731,-3.23395636446084,-2.97783106898367,-10.4966170968053,-8.04674089833703,-4.57448246269462,-2.20712565371917,3.6145487088141,7.27786213560609,0.0748813533108422,0.0918977112252275,"0","C"
-13.9244606296306,-6.34455998451039,-65.8770806778674,-21.5300937030123,-10.3755746387321,-9.1171250485709,-19.7704289840535,-3.7264260265009,-2.91812167658899,-10.3419417342302,-9.5529620550394,-5.15695929102753,-2.83111029956955,3.82010583168148,7.58225065557725,0.0604926158587426,0.0493380968064316,"0","SF"
-13.9997812765576,-5.97604796054866,-70.6560742107045,-27.7851691403564,-8.61166108837403,-7.56084034257381,-18.0900321788931,-3.69805561763665,-3.80666249570327,-10.8703803630094,-8.76659430537257,-4.83386937882333,-1.75253876109082,2.37840249585777,4.88177541123399,0.0604926158587426,0.132719705745483,"0","PF"
-13.4243187780808,-5.79459732468596,-69.7333016973837,-25.5563658713127,-9.6977844069527,-8.51370914083765,-18.6237192204641,-3.30273776942336,-2.74727091993432,-10.1815862288043,-8.51431968441474,-4.81801637543588,-1.94377568172579,2.48334301714671,5.78720963710082,0.0604926158587426,0.0139361697555157,"0","C"
-12.1055639503665,-4.42856848079629,-72.1009287585461,-28.3720263767019,-8.52169454409749,-7.16183892995551,-17.6760870130855,-2.66521153572371,-3.28685669603778,-9.86561107958803,-8.21535036731218,-4.45686054720669,-1.70539263477032,3.31651588865596,6.51225365685325,0.0458938164375899,0.190988613869458,"0","C"
-14.5605688165368,-6.04129158598527,-66.0691681869622,-21.5426516811407,-9.96932792135615,-9.10368194956421,-20.7131700320216,-3.63954979391011,-2.23147671947057,-10.1444359775401,-10.2177493909444,-4.76735842757821,-2.82877594153337,3.3570274107224,7.78781785395426,-0.0627400245652056,-0.141717139956278,"0","PG"
-14.010736922396,-6.64492833051826,-70.8739695475641,-26.6246882941721,-9.87115947502927,-8.71397401850633,-19.4344287563013,-3.59783449865787,-3.26560972720843,-9.60786650278352,-7.60773635470153,-4.70982402450824,-2.04414376488088,3.43182294308851,6.73173780002587,0.0748813533108422,0.00488633423559784,"0","C"
-13.9804390435512,-6.15188738671129,-65.7013797103136,-20.9343079559615,-8.93144225078017,-8.04234396112497,-20.3400438243093,-3.58441979297874,-2.952528334967,-10.1506082647089,-9.10309014420341,-4.5810465899089,-2.46417556685362,3.50767489503931,7.75739524848076,0.000773381157120351,0.0536764984050299,"0","SF"
-13.4192411820296,-5.87955809695476,-72.6990493748338,-27.9929220750308,-9.28924350488022,-8.14878802705501,-18.3716908631432,-3.2652444990439,-3.01128238902958,-10.5508772273052,-9.16075434998519,-4.99001728115895,-2.26014795048491,3.36999255198123,7.4907173093209,-0.0611020225609671,0.209680746881611,"0","C"
-13.5534367413691,-5.49960083910167,-69.7570554714688,-25.0599421925022,-8.64310011811732,-7.62461298441851,-20.0952448381317,-3.21098654096202,-2.48490665535014,-9.57593933258988,-8.98842896077741,-4.39136537088665,-2.29671013400846,4.2862259524058,8.77080622227915,0.0160408532879086,-0.00884385857630412,"0","SF"
-12.0312215483104,-5.09555629799605,-72.0217297029247,-27.4060467729828,-9.13956352144969,-7.80465765964426,-19.5272061549795,-3.83036208789001,-2.8677603172326,-10.6186869078504,-8.54740106200436,-4.75734899823504,-2.10969359018228,3.47577221829535,7.60762284995605,0.0310787306524492,0.0918977112252275,"1","C"
-14.1307896934024,-6.21778867171168,-63.6859776036503,-20.7461329027929,-9.68256179942524,-8.91688080470212,-22.4146982495302,-4.4180017814071,-2.37209664219355,-9.95416103666973,-10.9679233167564,-4.66487403194334,-2.78537429023013,4.36165677041569,6.78203238416999,-0.0627400245652056,-0.168385387038439,"0","PG"
-13.4816969611045,-5.21910903972026,-70.4885249460482,-26.8370916068198,-9.12443908796429,-7.66057510274625,-18.7270770913686,-3.61962554094961,-3.0910424591503,-10.7256636324162,-7.36741533847926,-4.47919643481961,-2.39789527831455,1.78883912017985,4.73471244726259,0.0458938164375899,0.0708443020273953,"0","PF"
-12.6380936841297,-5.20099756294627,-72.0322576813935,-28.0665207145837,-9.48742863128323,-8.08103052712559,-18.1319387870579,-3.27189801199219,-3.67321689946468,-10.9101458794167,-8.10125232654154,-5.0397968683275,-2.06377898641423,3.26845694844473,7.62724899717224,-0.0611020225609671,0.112516998427963,"0","C"
-13.8300617537744,-6.4332404507511,-71.9090709317983,-27.9448633464738,-9.63817499596565,-8.35787827422075,-18.5666319717415,-3.02883014281824,-3.9527810038516,-10.203161767721,-7.6417065291884,-4.61236572913334,-1.83893803460624,3.12338855337064,7.40437890887391,0.103052230277538,0.0708443020273953,"0","C"
-14.884161003555,-6.60868337830933,-65.2410800236001,-21.8982921522208,-10.3346625260981,-9.61103563234196,-20.442908616062,-3.68281432668916,-2.46548856948313,-10.7596546737726,-10.4611814180058,-4.37650760473887,-2.72785283406959,2.13429318718778,5.76138168708988,0.000773381157120351,-0.0464069601519529,"0","SG"
-13.8309045542872,-5.73559034072737,-67.7200149504803,-23.7348123036416,-8.53624083743114,-7.54031027164871,-20.8998784674621,-4.19491972062014,-2.02607632640813,-9.52414547445264,-9.15165740485821,-4.35465251649903,-2.85115105046009,3.16884310063569,6.30088090759395,0.000773381157120351,-0.168385387038439,"0","PG"
-13.6947579634998,-5.75223846747483,-65.7331748614702,-21.7197530077339,-8.9125097557161,-8.03299174458948,-21.7906941014543,-3.93791897587817,-2.77881927768133,-9.94676547135737,-9.82865527235606,-4.61112165469071,-2.41524511111708,3.69849163735406,8.44243164696085,-0.0147308053788449,-0.018103183989101,"0","SG"
-12.5042314127565,-4.84550970253326,-69.2800019074534,-25.1247460519257,-8.83203252898614,-7.92193362420712,-20.2413658763952,-3.32834549794695,-3.27356874523656,-10.4517880145026,-7.81288600434886,-4.72530269805503,-2.22814818489442,4.81607734047519,10.359514875368,-0.0611020225609671,0.132719705745483,"0","C"
-13.6301649193403,-5.68229179285416,-67.8816367659757,-23.6282794621257,-9.00244553474478,-8.02856548228692,-22.0619269750611,-4.09099427167567,-2.47812696836133,-10.1587937806323,-9.65411476029797,-4.41405095668882,-2.17702187539853,3.67935507418057,8.57432791075465,0.0160408532879086,-0.115741653553017,"0","SG"
-12.6335381698953,-5.32486937328183,-68.2497585260976,-23.7653351552542,-9.23865477041076,-8.16326711396374,-19.2572648697084,-3.55818045714585,-3.02518554624069,-10.1563668273983,-8.17216854239482,-4.67380031534973,-2.11325211929682,3.79016135533363,8.20203503064696,0.0604926158587426,0.0708443020273953,"0","C"
-13.7046151363136,-5.4580135558411,-69.3737614293388,-25.3097617431669,-8.71846365586963,-7.74461982753355,-19.1200145254623,-3.35348249572064,-3.66569612457082,-10.3569963610325,-9.37793615563371,-4.56874681369808,-1.83311466000743,3.31394900527669,6.81722864044533,-0.0627400245652056,0.0877223398147468,"0","PF"
-14.6188448845444,-6.42917551066368,-65.4733935687321,-21.707598011147,-9.97817425314869,-9.02755412702496,-21.7638673856527,-4.3443585966069,-2.54277872935197,-10.0501583768859,-9.07025494551139,-4.91347493283352,-2.42811582097385,4.64807589401088,9.15209873981027,0.000773381157120351,-0.0904238455687271,"0","SG"
